party_1	party_2	fj_avg	bc_avg	fj_real	bc_real
-1	-1	1.000000	1.000000	1.000000	1.000000
-1	Bündnis 90/Die Grünen	0.996622	0.998308	0.993266	0.996622
-1	Independent	0.993289	0.996633	0.993289	0.996633
-1	Partido Socialista Obrero Espanol	0.993289	0.996633	0.993289	0.996633
-1	Partito Democratico	0.993289	0.996633	0.993289	0.996633
-1	Sozialdemokratische Partei Deutschlands	0.993243	0.996610	0.993266	0.996622
-1	Labour Party	0.989899	0.994924	0.996633	0.998314
-1	Parti socialiste	0.989865	0.994907	0.993266	0.996622
-1	Christen Democratisch Appel	0.989865	0.994907	0.989899	0.994924
-1	Les Républicains	0.986622	0.993266	0.986622	0.993266
-1	Die Grünen - Die Grüne Alternative	0.986577	0.993243	0.986577	0.993243
-1	Partij van de Arbeid	0.986532	0.993220	0.989899	0.994924
-1	Europe Écologie	0.986486	0.993197	0.986532	0.993220
-1	Fine Gael Party	0.986486	0.993197	0.986486	0.993197
-1	United Kingdom Independence Party	0.983278	0.991568	0.983278	0.991568
-1	PODEMOS	0.983221	0.991540	0.983221	0.991540
-1	Christlich Demokratische Union Deutschlands	0.983165	0.991511	0.986532	0.993220
-1	Izquierda Unida	0.983165	0.991511	0.983221	0.991540
-1	Sinn Féin	0.983165	0.991511	0.983221	0.991540
-1	Movimento 5 Stelle	0.979933	0.989865	0.989967	0.994958
Arbetarepartiet- Socialdemokraterna	Arbetarepartiet- Socialdemokraterna	1.000000	1.000000	1.000000	1.000000
Arbetarepartiet- Socialdemokraterna	Platforma Obywatelska	0.989691	0.994819	0.993174	0.996575
Arbetarepartiet- Socialdemokraterna	Partija 'VIENOTIBA'	0.989691	0.994819	0.989726	0.994836
Arbetarepartiet- Socialdemokraterna	Democraten 66	0.989691	0.994819	0.983108	0.991482
Arbetarepartiet- Socialdemokraterna	Socialdemokratiet	0.989655	0.994801	0.982877	0.991364
Arbetarepartiet- Socialdemokraterna	Sozialdemokratische Partei Österreichs	0.986254	0.993080	0.989726	0.994836
Arbetarepartiet- Socialdemokraterna	Green Party	0.986254	0.993080	0.979730	0.989761
Arbetarepartiet- Socialdemokraterna	Sozialdemokratische Partei Deutschlands	0.982993	0.991424	0.983108	0.991482
Arbetarepartiet- Socialdemokraterna	Mouvement Démocrate	0.982877	0.991364	0.993151	0.996564
Arbetarepartiet- Socialdemokraterna	Christlich-Soziale Union in Bayern e.V.	0.982818	0.991334	0.986301	0.993103
Arbetarepartiet- Socialdemokraterna	Kansallinen Kokoomus	0.982818	0.991334	0.986301	0.993103
Arbetarepartiet- Socialdemokraterna	Bündnis 90/Die Grünen	0.979661	0.989726	0.983108	0.991482
Arbetarepartiet- Socialdemokraterna	Christlich Demokratische Union Deutschlands	0.979592	0.989691	0.989796	0.994872
Arbetarepartiet- Socialdemokraterna	Partit Nazzjonalista	0.979381	0.989583	0.979452	0.989619
Arbetarepartiet- Socialdemokraterna	-1	0.976351	0.988034	0.983108	0.991482
Arbetarepartiet- Socialdemokraterna	Partij van de Arbeid	0.976271	0.987993	0.979730	0.989761
Arbetarepartiet- Socialdemokraterna	Partido Popular	0.976109	0.987910	0.979730	0.989761
Arbetarepartiet- Socialdemokraterna	Labour Party	0.972973	0.986301	0.979798	0.989796
Arbetarepartiet- Socialdemokraterna	Parti socialiste	0.972881	0.986254	0.983108	0.991482
Arbetarepartiet- Socialdemokraterna	Christen Democratisch Appel	0.972881	0.986254	0.979730	0.989761
Bündnis 90/Die Grünen	Bündnis 90/Die Grünen	1.000000	1.000000	1.000000	1.000000
Bündnis 90/Die Grünen	-1	0.996622	0.998308	0.993266	0.996622
Bündnis 90/Die Grünen	Sozialdemokratische Partei Deutschlands	0.996610	0.998302	1.000000	1.000000
Bündnis 90/Die Grünen	Christen Democratisch Appel	0.993220	0.996599	0.996622	0.998308
Bündnis 90/Die Grünen	Parti socialiste	0.993220	0.996599	0.993266	0.996622
Bündnis 90/Die Grünen	Independent	0.989933	0.994941	0.993289	0.996633
Bündnis 90/Die Grünen	Les Républicains	0.989933	0.994941	0.993289	0.996633
Bündnis 90/Die Grünen	Partido Socialista Obrero Espanol	0.989933	0.994941	0.993289	0.996633
Bündnis 90/Die Grünen	Partito Democratico	0.989933	0.994941	0.993289	0.996633
Bündnis 90/Die Grünen	Die Grünen - Die Grüne Alternative	0.989899	0.994924	0.993266	0.996622
Bündnis 90/Die Grünen	Partij van de Arbeid	0.989865	0.994907	0.996622	0.998308
Bündnis 90/Die Grünen	Europe Écologie	0.989831	0.994889	0.986532	0.993220
Bündnis 90/Die Grünen	Fine Gael Party	0.989831	0.994889	0.986486	0.993197
Bündnis 90/Die Grünen	Labour Party	0.986532	0.993220	0.996633	0.998314
Bündnis 90/Die Grünen	Izquierda Unida	0.986486	0.993197	0.989899	0.994924
Bündnis 90/Die Grünen	Sinn Féin	0.986486	0.993197	0.989899	0.994924
Bündnis 90/Die Grünen	Christlich Demokratische Union Deutschlands	0.986486	0.993197	0.986532	0.993220
Bündnis 90/Die Grünen	Democraten 66	0.983051	0.991453	1.000000	1.000000
Bündnis 90/Die Grünen	Partido Popular	0.983051	0.991453	0.989899	0.994924
Bündnis 90/Die Grünen	Platforma Obywatelska	0.983051	0.991453	0.989865	0.994907
Christen Democratisch Appel	Christen Democratisch Appel	1.000000	1.000000	0.996622	0.998308
Christen Democratisch Appel	Bündnis 90/Die Grünen	0.993220	0.996599	0.993266	0.996622
Christen Democratisch Appel	Parti socialiste	0.993197	0.996587	0.993266	0.996622
Christen Democratisch Appel	Die Grünen - Die Grüne Alternative	0.989865	0.994907	0.993266	0.996622
Christen Democratisch Appel	-1	0.989865	0.994907	0.986577	0.993243
Christen Democratisch Appel	Sozialdemokratische Partei Deutschlands	0.989831	0.994889	0.993266	0.996622
Christen Democratisch Appel	Europe Écologie	0.989796	0.994872	0.986532	0.993220
Christen Democratisch Appel	Fine Gael Party	0.989796	0.994872	0.986486	0.993197
Christen Democratisch Appel	Partido Popular	0.989761	0.994854	0.996622	0.998308
Christen Democratisch Appel	Sinn Féin	0.986441	0.993174	0.989899	0.994924
Christen Democratisch Appel	Independent	0.983221	0.991540	0.993289	0.996633
Christen Democratisch Appel	Les Républicains	0.983221	0.991540	0.993289	0.996633
Christen Democratisch Appel	Partido Socialista Obrero Espanol	0.983221	0.991540	0.993289	0.996633
Christen Democratisch Appel	Partito Democratico	0.983221	0.991540	0.993289	0.996633
Christen Democratisch Appel	Partij van de Arbeid	0.983108	0.991482	0.989899	0.994924
Christen Democratisch Appel	Mouvement Démocrate	0.982993	0.991424	0.976431	0.988075
Christen Democratisch Appel	Labour Party	0.979798	0.989796	0.989933	0.994941
Christen Democratisch Appel	Izquierda Unida	0.979730	0.989761	0.989899	0.994924
Christen Democratisch Appel	Christlich Demokratische Union Deutschlands	0.979730	0.989761	0.986532	0.993220
Christen Democratisch Appel	Österreichische Volkspartei	0.979730	0.989761	0.986532	0.993220
Christlich Demokratische Union Deutschlands	Christlich Demokratische Union Deutschlands	1.000000	1.000000	1.000000	1.000000
Christlich Demokratische Union Deutschlands	Bündnis 90/Die Grünen	0.986486	0.993197	0.986532	0.993220
Christlich Demokratische Union Deutschlands	Conservative Party	0.986486	0.993197	0.986532	0.993220
Christlich Demokratische Union Deutschlands	Independent	0.983221	0.991540	0.986577	0.993243
Christlich Demokratische Union Deutschlands	Les Républicains	0.983221	0.991540	0.986577	0.993243
Christlich Demokratische Union Deutschlands	Partido Socialista Obrero Espanol	0.983221	0.991540	0.986577	0.993243
Christlich Demokratische Union Deutschlands	Partito Democratico	0.983221	0.991540	0.986577	0.993243
Christlich Demokratische Union Deutschlands	-1	0.983165	0.991511	0.986532	0.993220
Christlich Demokratische Union Deutschlands	Die Grünen - Die Grüne Alternative	0.983165	0.991511	0.986532	0.993220
Christlich Demokratische Union Deutschlands	Sozialdemokratische Partei Deutschlands	0.983108	0.991482	0.986532	0.993220
Christlich Demokratische Union Deutschlands	Platforma Obywatelska	0.982993	0.991424	0.989831	0.994889
Christlich Demokratische Union Deutschlands	Mouvement Démocrate	0.982993	0.991424	0.989796	0.994872
Christlich Demokratische Union Deutschlands	Democraten 66	0.982993	0.991424	0.986532	0.993220
Christlich Demokratische Union Deutschlands	Partija 'VIENOTIBA'	0.982993	0.991424	0.986395	0.993151
Christlich Demokratische Union Deutschlands	United Kingdom Independence Party	0.979866	0.989831	0.983221	0.991540
Christlich Demokratische Union Deutschlands	Labour Party	0.979798	0.989796	0.983221	0.991540
Christlich Demokratische Union Deutschlands	Parti socialiste	0.979730	0.989761	0.993243	0.996610
Christlich Demokratische Union Deutschlands	Österreichische Volkspartei	0.979730	0.989761	0.986486	0.993197
Christlich Demokratische Union Deutschlands	Christen Democratisch Appel	0.979730	0.989761	0.983165	0.991511
Christlich Demokratische Union Deutschlands	Izquierda Unida	0.979730	0.989761	0.983165	0.991511
Christlich-Soziale Union in Bayern e.V.	Christlich-Soziale Union in Bayern e.V.	1.000000	1.000000	0.996552	0.998273
Christlich-Soziale Union in Bayern e.V.	Sozialdemokratische Partei Österreichs	0.996540	0.998267	1.000000	1.000000
Christlich-Soziale Union in Bayern e.V.	Green Party	0.996540	0.998267	0.983051	0.991453
Christlich-Soziale Union in Bayern e.V.	Partit Nazzjonalista	0.996528	0.998261	0.989655	0.994801
Christlich-Soziale Union in Bayern e.V.	Partija 'VIENOTIBA'	0.993103	0.996540	1.000000	1.000000
Christlich-Soziale Union in Bayern e.V.	Mouvement Démocrate	0.993103	0.996540	0.996564	0.998279
Christlich-Soziale Union in Bayern e.V.	Platforma Obywatelska	0.993103	0.996540	0.989761	0.994854
Christlich-Soziale Union in Bayern e.V.	Democraten 66	0.993103	0.996540	0.979730	0.989761
Christlich-Soziale Union in Bayern e.V.	Kansallinen Kokoomus	0.986207	0.993056	0.996552	0.998273
Christlich-Soziale Union in Bayern e.V.	Socialdemokratiet	0.986207	0.993056	0.993103	0.996540
Christlich-Soziale Union in Bayern e.V.	Österreichische Volkspartei	0.982935	0.991394	0.986395	0.993151
Christlich-Soziale Union in Bayern e.V.	Arbetarepartiet- Socialdemokraterna	0.982818	0.991334	0.989726	0.994836
Christlich-Soziale Union in Bayern e.V.	Forza Italia	0.979592	0.989691	0.979730	0.989761
Christlich-Soziale Union in Bayern e.V.	Sozialdemokratische Partei Deutschlands	0.979592	0.989691	0.979730	0.989761
Christlich-Soziale Union in Bayern e.V.	Partij van de Arbeid	0.979592	0.989691	0.976351	0.988034
Christlich-Soziale Union in Bayern e.V.	Partido Popular	0.979452	0.989619	0.976351	0.988034
Christlich-Soziale Union in Bayern e.V.	Bündnis 90/Die Grünen	0.976271	0.987993	0.979730	0.989761
Christlich-Soziale Union in Bayern e.V.	Labour Party	0.976271	0.987993	0.976431	0.988075
Christlich-Soziale Union in Bayern e.V.	Christlich Demokratische Union Deutschlands	0.976190	0.987952	0.986395	0.993151
Christlich-Soziale Union in Bayern e.V.	Parti socialiste	0.976190	0.987952	0.979730	0.989761
Citizens for European Development of Bulgaria	Citizens for European Development of Bulgaria	1.000000	1.000000	0.996540	0.998267
Citizens for European Development of Bulgaria	Česká strana sociálně demokratická	0.992857	0.996416	0.968966	0.984238
Citizens for European Development of Bulgaria	Moderaterna	0.989324	0.994633	0.972414	0.986014
Citizens for European Development of Bulgaria	Nea Demokratia	0.989209	0.994575	0.958478	0.978799
Citizens for European Development of Bulgaria	Freie Demokratische Partei	0.971831	0.985714	0.989691	0.994819
Citizens for European Development of Bulgaria	Kansallinen Kokoomus	0.965278	0.982332	0.993103	0.996540
Citizens for European Development of Bulgaria	Sozialdemokratische Partei Österreichs	0.961938	0.980600	0.996552	0.998273
Citizens for European Development of Bulgaria	Green Party	0.961938	0.980600	0.979661	0.989726
Citizens for European Development of Bulgaria	Partit Nazzjonalista	0.961806	0.980531	0.993080	0.996528
Citizens for European Development of Bulgaria	Partija 'VIENOTIBA'	0.958621	0.978873	0.996552	0.998273
Citizens for European Development of Bulgaria	Mouvement Démocrate	0.958621	0.978873	0.993127	0.996552
Citizens for European Development of Bulgaria	Platforma Obywatelska	0.958621	0.978873	0.986348	0.993127
Citizens for European Development of Bulgaria	Democraten 66	0.958621	0.978873	0.976351	0.988034
Citizens for European Development of Bulgaria	Partido Popular	0.958621	0.978873	0.972973	0.986301
Citizens for European Development of Bulgaria	Christlich-Soziale Union in Bayern e.V.	0.958478	0.978799	0.993103	0.996540
Citizens for European Development of Bulgaria	Prawo i Sprawiedliwość	0.957295	0.978182	0.931271	0.964413
Citizens for European Development of Bulgaria	Partidul Naţional Liberal	0.956835	0.977941	0.920415	0.958559
Citizens for European Development of Bulgaria	Slovenska demokratska stranka	0.953405	0.976147	0.923875	0.960432
Citizens for European Development of Bulgaria	Fine Gael Party	0.952055	0.975439	0.969492	0.984509
Citizens for European Development of Bulgaria	Socialdemokratiet	0.951724	0.975265	0.989655	0.994801
Conservative Party	Conservative Party	1.000000	1.000000	1.000000	1.000000
Conservative Party	United Kingdom Independence Party	0.993266	0.996622	0.996633	0.998314
Conservative Party	Les Républicains	0.989933	0.994941	0.993289	0.996633
Conservative Party	Labour Party	0.986532	0.993220	0.983278	0.991568
Conservative Party	Österreichische Volkspartei	0.986486	0.993197	0.993243	0.996610
Conservative Party	Christlich Demokratische Union Deutschlands	0.986486	0.993197	0.986532	0.993220
Conservative Party	Independent	0.983278	0.991568	0.986622	0.993266
Conservative Party	Partido Socialista Obrero Espanol	0.983278	0.991568	0.986622	0.993266
Conservative Party	Partito Democratico	0.983278	0.991568	0.986622	0.993266
Conservative Party	Die Grünen - Die Grüne Alternative	0.983221	0.991540	0.986577	0.993243
Conservative Party	Bündnis 90/Die Grünen	0.979866	0.989831	0.986577	0.993243
Conservative Party	Lega Nord	0.979661	0.989726	0.979730	0.989761
Conservative Party	Movimento 5 Stelle	0.976589	0.988156	0.989967	0.994958
Conservative Party	-1	0.976589	0.988156	0.979933	0.989865
Conservative Party	Forza Italia	0.976510	0.988115	0.986577	0.993243
Conservative Party	Sozialdemokratische Partei Deutschlands	0.976510	0.988115	0.986577	0.993243
Conservative Party	Partij van de Arbeid	0.976510	0.988115	0.983221	0.991540
Conservative Party	Democraten 66	0.976351	0.988034	0.986577	0.993243
Conservative Party	Platforma Obywatelska	0.976351	0.988034	0.983165	0.991511
Conservative Party	Mouvement Démocrate	0.976351	0.988034	0.983108	0.991482
DIE LINKE.	DIE LINKE.	1.000000	1.000000	1.000000	1.000000
DIE LINKE.	Izquierda Unida	0.986348	0.993127	0.979661	0.989726
DIE LINKE.	Europe Écologie	0.982935	0.991394	0.982993	0.991424
DIE LINKE.	PODEMOS	0.979661	0.989726	0.979661	0.989726
DIE LINKE.	Sinn Féin	0.979592	0.989691	0.979661	0.989726
DIE LINKE.	Parti socialiste	0.979592	0.989691	0.976351	0.988034
DIE LINKE.	Die Grünen - Die Grüne Alternative	0.976351	0.988034	0.976351	0.988034
DIE LINKE.	Movimento 5 Stelle	0.976351	0.988034	0.966555	0.982993
DIE LINKE.	Bündnis 90/Die Grünen	0.972973	0.986301	0.969697	0.984615
DIE LINKE.	Christen Democratisch Appel	0.972881	0.986254	0.966330	0.982877
DIE LINKE.	Independent	0.969799	0.984668	0.969799	0.984668
DIE LINKE.	Les Républicains	0.969799	0.984668	0.969799	0.984668
DIE LINKE.	Partido Socialista Obrero Espanol	0.969799	0.984668	0.969799	0.984668
DIE LINKE.	Partito Democratico	0.969799	0.984668	0.969799	0.984668
DIE LINKE.	-1	0.969697	0.984615	0.969697	0.984615
DIE LINKE.	Partij van de Arbeid	0.969595	0.984563	0.972973	0.986301
DIE LINKE.	Sozialdemokratische Partei Deutschlands	0.969595	0.984563	0.969697	0.984615
DIE LINKE.	Front de Gauche	0.969595	0.984563	0.969595	0.984563
DIE LINKE.	Christlich Demokratische Union Deutschlands	0.966216	0.982818	0.969595	0.984563
DIE LINKE.	Österreichische Volkspartei	0.966216	0.982818	0.962963	0.981132
Democraten 66	Democraten 66	1.000000	1.000000	1.000000	1.000000
Democraten 66	Platforma Obywatelska	1.000000	1.000000	0.989865	0.994907
Democraten 66	Partija 'VIENOTIBA'	1.000000	1.000000	0.979730	0.989761
Democraten 66	Green Party	0.996552	0.998273	0.996622	0.998308
Democraten 66	Sozialdemokratische Partei Österreichs	0.996552	0.998273	0.979730	0.989761
Democraten 66	Mouvement Démocrate	0.993127	0.996552	0.983108	0.991482
Democraten 66	Christlich-Soziale Union in Bayern e.V.	0.993103	0.996540	0.976351	0.988034
Democraten 66	Kansallinen Kokoomus	0.993103	0.996540	0.976351	0.988034
Democraten 66	Socialdemokratiet	0.993103	0.996540	0.972973	0.986301
Democraten 66	Arbetarepartiet- Socialdemokraterna	0.989691	0.994819	0.983108	0.991482
Democraten 66	Partit Nazzjonalista	0.989655	0.994801	0.969595	0.984563
Democraten 66	Sozialdemokratische Partei Deutschlands	0.986395	0.993151	1.000000	1.000000
Democraten 66	Bündnis 90/Die Grünen	0.983051	0.991453	1.000000	1.000000
Democraten 66	Labour Party	0.983051	0.991453	0.996633	0.998314
Democraten 66	Christlich Demokratische Union Deutschlands	0.982993	0.991424	0.986532	0.993220
Democraten 66	Österreichische Volkspartei	0.982993	0.991424	0.986532	0.993220
Democraten 66	-1	0.979730	0.989761	0.993266	0.996622
Democraten 66	Partij van de Arbeid	0.979661	0.989726	0.996622	0.998308
Democraten 66	Forza Italia	0.979661	0.989726	0.986577	0.993243
Democraten 66	Partido Popular	0.979522	0.989655	0.989899	0.994924
Die Grünen - Die Grüne Alternative	Die Grünen - Die Grüne Alternative	1.000000	1.000000	0.996633	0.998314
Die Grünen - Die Grüne Alternative	Independent	0.993289	0.996633	0.996644	0.998319
Die Grünen - Die Grüne Alternative	Les Républicains	0.993289	0.996633	0.996644	0.998319
Die Grünen - Die Grüne Alternative	Partido Socialista Obrero Espanol	0.993289	0.996633	0.996644	0.998319
Die Grünen - Die Grüne Alternative	Partito Democratico	0.993289	0.996633	0.996644	0.998319
Die Grünen - Die Grüne Alternative	Bündnis 90/Die Grünen	0.989899	0.994924	0.996633	0.998314
Die Grünen - Die Grüne Alternative	Parti socialiste	0.989865	0.994907	0.996633	0.998314
Die Grünen - Die Grüne Alternative	Christen Democratisch Appel	0.989865	0.994907	0.993266	0.996622
Die Grünen - Die Grüne Alternative	Sinn Féin	0.989865	0.994907	0.993266	0.996622
Die Grünen - Die Grüne Alternative	Österreichische Volkspartei	0.989865	0.994907	0.989899	0.994924
Die Grünen - Die Grüne Alternative	-1	0.986577	0.993243	0.989933	0.994941
Die Grünen - Die Grüne Alternative	Sozialdemokratische Partei Deutschlands	0.986532	0.993220	0.996633	0.998314
Die Grünen - Die Grüne Alternative	Partij van de Arbeid	0.986532	0.993220	0.993266	0.996622
Die Grünen - Die Grüne Alternative	Europe Écologie	0.986486	0.993197	0.989899	0.994924
Die Grünen - Die Grüne Alternative	United Kingdom Independence Party	0.983278	0.991568	0.986622	0.993266
Die Grünen - Die Grüne Alternative	Labour Party	0.983221	0.991540	0.993289	0.996633
Die Grünen - Die Grüne Alternative	Conservative Party	0.983221	0.991540	0.989933	0.994941
Die Grünen - Die Grüne Alternative	PODEMOS	0.983221	0.991540	0.986577	0.993243
Die Grünen - Die Grüne Alternative	Izquierda Unida	0.983165	0.991511	0.993266	0.996622
Die Grünen - Die Grüne Alternative	Christlich Demokratische Union Deutschlands	0.983165	0.991511	0.989899	0.994924
Europe Écologie	Europe Écologie	1.000000	1.000000	0.989899	0.994924
Europe Écologie	Parti socialiste	0.996587	0.998291	0.989933	0.994941
Europe Écologie	Bündnis 90/Die Grünen	0.989831	0.994889	0.989933	0.994941
Europe Écologie	Christen Democratisch Appel	0.989796	0.994872	0.986577	0.993243
Europe Écologie	Sinn Féin	0.989796	0.994872	0.986577	0.993243
Europe Écologie	-1	0.986486	0.993197	0.989933	0.994941
Europe Écologie	Die Grünen - Die Grüne Alternative	0.986486	0.993197	0.989933	0.994941
Europe Écologie	Sozialdemokratische Partei Deutschlands	0.986441	0.993174	0.989933	0.994941
Europe Écologie	Izquierda Unida	0.983051	0.991453	0.986577	0.993243
Europe Écologie	DIE LINKE.	0.982935	0.991394	0.973064	0.986348
Europe Écologie	Independent	0.979866	0.989831	0.996644	0.998319
Europe Écologie	Partido Socialista Obrero Espanol	0.979866	0.989831	0.996644	0.998319
Europe Écologie	Partito Democratico	0.979866	0.989831	0.996644	0.998319
Europe Écologie	Les Républicains	0.979866	0.989831	0.989967	0.994958
Europe Écologie	Partij van de Arbeid	0.979730	0.989761	0.986577	0.993243
Europe Écologie	Fine Gael Party	0.979661	0.989726	0.976510	0.988115
Europe Écologie	Partido Popular	0.979592	0.989691	0.986577	0.993243
Europe Écologie	Mouvement Démocrate	0.979592	0.989691	0.973154	0.986395
Europe Écologie	Labour Party	0.976431	0.988075	0.993289	0.996633
Europe Écologie	PODEMOS	0.976431	0.988075	0.986577	0.993243
Fine Gael Party	Fine Gael Party	1.000000	1.000000	1.000000	1.000000
Fine Gael Party	Bündnis 90/Die Grünen	0.989831	0.994889	0.986486	0.993197
Fine Gael Party	Christen Democratisch Appel	0.989796	0.994872	0.989831	0.994889
Fine Gael Party	-1	0.986486	0.993197	0.986486	0.993197
Fine Gael Party	Sozialdemokratische Partei Deutschlands	0.986441	0.993174	0.986486	0.993197
Fine Gael Party	Partido Popular	0.986348	0.993127	0.989831	0.994889
Fine Gael Party	Parti socialiste	0.983051	0.991453	0.986486	0.993197
Fine Gael Party	Independent	0.979866	0.989831	0.979866	0.989831
Fine Gael Party	Les Républicains	0.979866	0.989831	0.979866	0.989831
Fine Gael Party	Partido Socialista Obrero Espanol	0.979866	0.989831	0.979866	0.989831
Fine Gael Party	Partito Democratico	0.979866	0.989831	0.979866	0.989831
Fine Gael Party	Die Grünen - Die Grüne Alternative	0.979798	0.989796	0.979798	0.989796
Fine Gael Party	Partij van de Arbeid	0.979730	0.989761	0.983108	0.991482
Fine Gael Party	Europe Écologie	0.979661	0.989726	0.979730	0.989761
Fine Gael Party	Labour Party	0.976431	0.988075	0.983165	0.991511
Fine Gael Party	Christlich Demokratische Union Deutschlands	0.976351	0.988034	0.979730	0.989761
Fine Gael Party	Izquierda Unida	0.976351	0.988034	0.976431	0.988075
Fine Gael Party	Sinn Féin	0.976351	0.988034	0.976431	0.988075
Fine Gael Party	Democraten 66	0.972881	0.986254	0.986486	0.993197
Fine Gael Party	Platforma Obywatelska	0.972881	0.986254	0.976351	0.988034
Forza Italia	Forza Italia	1.000000	1.000000	1.000000	1.000000
Forza Italia	Independent	0.986577	0.993243	0.993289	0.996633
Forza Italia	Partido Socialista Obrero Espanol	0.986577	0.993243	0.993289	0.996633
Forza Italia	Partito Democratico	0.986577	0.993243	0.993289	0.996633
Forza Italia	Partij van de Arbeid	0.986486	0.993197	0.983221	0.991540
Forza Italia	United Kingdom Independence Party	0.983221	0.991540	0.989933	0.994941
Forza Italia	Labour Party	0.983165	0.991511	0.989933	0.994941
Forza Italia	Österreichische Volkspartei	0.983108	0.991482	0.986532	0.993220
Forza Italia	Les Républicains	0.979933	0.989865	0.986622	0.993266
Forza Italia	Movimento 5 Stelle	0.979866	0.989831	0.989967	0.994958
Forza Italia	-1	0.979866	0.989831	0.986577	0.993243
Forza Italia	Die Grünen - Die Grüne Alternative	0.979866	0.989831	0.986577	0.993243
Forza Italia	Sozialdemokratische Partei Deutschlands	0.979798	0.989796	0.986577	0.993243
Forza Italia	Democraten 66	0.979661	0.989726	0.986577	0.993243
Forza Italia	Platforma Obywatelska	0.979661	0.989726	0.983165	0.991511
Forza Italia	Partija 'VIENOTIBA'	0.979661	0.989726	0.979730	0.989761
Forza Italia	Christlich-Soziale Union in Bayern e.V.	0.979592	0.989691	0.976351	0.988034
Forza Italia	Bündnis 90/Die Grünen	0.976510	0.988115	0.986577	0.993243
Forza Italia	Conservative Party	0.976510	0.988115	0.986577	0.993243
Forza Italia	PODEMOS	0.976510	0.988115	0.983221	0.991540
Freie Demokratische Partei	Freie Demokratische Partei	1.000000	1.000000	1.000000	1.000000
Freie Demokratische Partei	Moderaterna	0.982394	0.991119	0.969072	0.984293
Freie Demokratische Partei	Česká strana sociálně demokratická	0.978873	0.989324	0.972414	0.986014
Freie Demokratische Partei	Nea Demokratia	0.975177	0.987433	0.955172	0.977072
Freie Demokratische Partei	Partija 'VIENOTIBA'	0.972414	0.986014	0.993127	0.996552
Freie Demokratische Partei	Platforma Obywatelska	0.972414	0.986014	0.989761	0.994854
Freie Demokratische Partei	Democraten 66	0.972414	0.986014	0.979730	0.989761
Freie Demokratische Partei	Kansallinen Kokoomus	0.972318	0.985965	0.989691	0.994819
Freie Demokratische Partei	Citizens for European Development of Bulgaria	0.971831	0.985714	0.986254	0.993080
Freie Demokratische Partei	Sozialdemokratische Partei Österreichs	0.968966	0.984238	0.993127	0.996552
Freie Demokratische Partei	Green Party	0.968966	0.984238	0.976351	0.988034
Freie Demokratische Partei	Partit Nazzjonalista	0.968858	0.984183	0.982818	0.991334
Freie Demokratische Partei	Mouvement Démocrate	0.965636	0.982517	0.996564	0.998279
Freie Demokratische Partei	Partido Popular	0.965636	0.982517	0.976351	0.988034
Freie Demokratische Partei	Christlich-Soziale Union in Bayern e.V.	0.965517	0.982456	0.989691	0.994819
Freie Demokratische Partei	Socialdemokratiet	0.965517	0.982456	0.986254	0.993080
Freie Demokratische Partei	Christlich Demokratische Union Deutschlands	0.962457	0.980870	0.986395	0.993151
Freie Demokratische Partei	Arbetarepartiet- Socialdemokraterna	0.962199	0.980736	0.989726	0.994836
Freie Demokratische Partei	Sozialdemokratische Partei Deutschlands	0.959184	0.979167	0.979730	0.989761
Freie Demokratische Partei	Fine Gael Party	0.959044	0.979094	0.972881	0.986254
Front de Gauche	Front de Gauche	1.000000	1.000000	0.983278	0.991568
Front de Gauche	Movimento 5 Stelle	0.986532	0.993220	1.000000	1.000000
Front de Gauche	Independent	0.979933	0.989865	0.996656	0.998325
